stratum,validator,message_class_id,severity_as_emitted,message_template,objects
dcmqi / prostatex_seg_zones,dciodvfy,7c54d870bc2e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0170> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,7e558d1103a5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0196> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,83f3a9bc32c8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0112> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,8469865a5f43,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0190> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,889a40b79c81,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0201> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,88ccd8d2df66,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0254> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,89e0cb17df2e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0059> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,8d4419bdb413,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0141> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,90bbdc5b4311,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0104> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,98018fa79a8f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0227> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,98c0c761e385,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0004> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,999972d1ba11,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0309> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,99e2cac767b1,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0219> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,9c4c3ae3d30f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0072> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,9f8d1a317d7c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0111> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,9ff9535a79ef,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0209> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,a56af4dd146b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0070> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,a6d89f37bdb8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0134> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,a86f247372d0,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0096> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,a9b5d39a9d84,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0130> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,aaaf164e9328,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0069> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ab58701db41e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0146> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ad47ded492dc,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0161> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,b47eb3646547,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0012> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,bbd9d421467c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0080> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,bc89e1ef7456,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0089> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,c1f14faf9dc9,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0184> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,c474529f8458,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0180> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,cbc0032da664,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0031> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,cbf68f92c9c2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0251> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,cd710c14c600,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0296> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,cec5e6b03730,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0244> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,d191f165e4ea,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0188> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,d202de341b4e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0083> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,d7399671fa3e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0107> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,d9b5621d70c9,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0193> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,dbaa8c16ac1a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0199> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,dd3c239856b0,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0090> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ddce81fb2421,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0177> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e00321918f3c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0026> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e4b936ef9621,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0176> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e4dc7411492d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0241> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e4dfbbcfdbac,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0304> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e692650c9c76,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0110> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,e815f2190435,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0076> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,eaa62f6de537,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0162> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ec27288db211,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0340> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ec35ac1684a6,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0198> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ee42438d6d99,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0094> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,efe1f1cb380b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0297> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,f589b8c532ad,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0288> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,f7424791b987,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0249> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,f8196b321381,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0217> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,fe601d1afb82,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0039> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ffc7dd06866b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0156> - Retired Person Name form,1
dcmqi / prostatex_seg_zones,dciodvfy,ffd6bc490551,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0015> - Retired Person Name form,1
dcmqi / rider_lungct_seg,dciodvfy,76ab0c6981d2,Warning,Warning - CodingSchemeDesignator is deprecated - attribute <CodingSchemeDesignator> = <SRT>,59
dcmqi / rider_lungct_seg,dciodvfy,815f5dab3ba7,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,59
dcmqi / rider_lungct_seg,dciodvfy,8c9ea25d0d13,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <RiderCollectionOwner> - Retired Person Name form,59
dcmqi / rider_lungct_seg,dicom-validator,380880930b44,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dicom-validator,6f01abd4f319,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dicom-validator,972394b5bb82,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dicom-validator,d0eabe730084,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dicom-validator,d81147d20e87,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dicom-validator,f782376ec325,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,59
dcmqi / rider_lungct_seg,dciodvfy,094a5533a029,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <182825> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,13dcac3f2161,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <244660> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,1f9be1443f24,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <107166> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,21d3d71e7b65,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <315906> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,249aa045bbf3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <978961> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,3ebdcd29c02e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <209868> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,3fae8fcc3fa4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <895032> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,4469b7e1da6a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <714842> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,459613cc4d8f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <301889> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,4ecf6197af84,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <229925> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,4fe5563f9dca,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <314333> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,5e4594de6b4f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <126123> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,61d8c8c59970,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <238644> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,69c66e31383e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <335900> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,6f68d706b3b4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <318903> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,700b417c1b0e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <296698> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,768eba208839,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <200320> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,795d9a9c3174,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <269755> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,8de6774298e0,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <324303> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,8fe425de795f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <110743> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,9dc0c5458436,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <277654> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,a68c2bd56d67,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <132854> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,aadbdf3d4725,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <135798> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,d9a7e9292901,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <293546> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,dd83dbf18979,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <130094> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,ddd057e3f4bd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <231091> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,e55baf9bd08e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <573377> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,fb3d1edad913,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <157357> - Retired Person Name form,2
dcmqi / rider_lungct_seg,dciodvfy,18e8e59eb754,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <643677> - Retired Person Name form,1
dcmqi / rider_lungct_seg,dciodvfy,42435c890dab,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <157876> - Retired Person Name form,1
dcmqi / rider_lungct_seg,dciodvfy,9003826dca02,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <243509> - Retired Person Name form,1
dcmqi / totalsegmentator_ct_segmentations,dciodvfy,3cc801c58c5f,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <IDC> - Retired Person Name form,384
dcmqi / totalsegmentator_ct_segmentations,dciodvfy,4a71864409dc,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study Time,384
dcmqi / totalsegmentator_ct_segmentations,dciodvfy,815f5dab3ba7,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,380880930b44,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,6f01abd4f319,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,972394b5bb82,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,d0eabe730084,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,d81147d20e87,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,384
dcmqi / totalsegmentator_ct_segmentations,dicom-validator,f782376ec325,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,384
highdicom / (null),dciodvfy,702e93617425,Error,Error - Missing attribute Type 1 Required Element=<DeviceSerialNumber> Module=<EnhancedGeneralEquipment>,384
highdicom / (null),dciodvfy,815f5dab3ba7,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,384
highdicom / (null),dicom-validator,380880930b44,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,384
highdicom / (null),dicom-validator,6a2af7ccf9a8,ERROR,Module <Enhanced General Equipment> Tag (TAG) (Device Serial Number) is missing,384
highdicom / (null),dicom-validator,6f01abd4f319,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,384
highdicom / (null),dicom-validator,972394b5bb82,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,384
highdicom / (null),dicom-validator,d0eabe730084,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,384
highdicom / (null),dicom-validator,d81147d20e87,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,384
highdicom / (null),dicom-validator,f782376ec325,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,384
highdicom / (null),dciodvfy,d5148f228115,Warning,Warning - Unrecognized defined term <L> for value 1 of attribute <Coding Scheme Designator>,225
highdicom / (null),dciodvfy,dc59491b5b4d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_41260c3678449a2f> - Retired Person Name form,5
highdicom / (null),dciodvfy,362cef5531ef,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_d7c4cf294221ea45> - Retired Person Name form,4
highdicom / (null),dciodvfy,d967cbf7ca09,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_838c9340e85ca431> - Retired Person Name form,4
highdicom / (null),dciodvfy,1ea1d517e123,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_485138f63be9a0a4> - Retired Person Name form,3
highdicom / (null),dciodvfy,3694511c025c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_9e37770ded7defaa> - Retired Person Name form,3
highdicom / (null),dciodvfy,5afd9d854975,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_b3930f515d30fd6e> - Retired Person Name form,3
highdicom / (null),dciodvfy,65cc76880340,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_798b3279d6980a3b> - Retired Person Name form,3
highdicom / (null),dciodvfy,819d9f04b171,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_4ee29f1dac1a4619> - Retired Person Name form,3
highdicom / (null),dciodvfy,94405f0d56e2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_ee0d631fa63961f2> - Retired Person Name form,3
highdicom / (null),dciodvfy,b1223cd8a435,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_ee01cba36afe0f56> - Retired Person Name form,3
highdicom / (null),dciodvfy,c7b58ee0f390,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_9ef8f0685c79f857> - Retired Person Name form,3
highdicom / (null),dciodvfy,d870c6f5f171,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_7ee9adc7b31f780e> - Retired Person Name form,3
highdicom / (null),dciodvfy,e476ba72141b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_0bf6ac34fa0c97c0> - Retired Person Name form,3
highdicom / (null),dciodvfy,f079477ed40e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_c80781b803041d12> - Retired Person Name form,3
highdicom / (null),dciodvfy,f2be15a80fc8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_2a630b4c5627e34d> - Retired Person Name form,3
highdicom / (null),dciodvfy,0275b156ff79,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_46bee58f9758552a> - Retired Person Name form,2
highdicom / (null),dciodvfy,08774a750795,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_af881eca29658895> - Retired Person Name form,2
highdicom / (null),dciodvfy,0986b8089343,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_ae15e8ff542ee5a1> - Retired Person Name form,2
highdicom / (null),dciodvfy,0f0a61acb1e2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_af293f5b5149087a> - Retired Person Name form,2
highdicom / (null),dciodvfy,0f1bb2280524,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_ffcaa75377465b37> - Retired Person Name form,2
highdicom / (null),dciodvfy,154dfba212ff,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_d67e027e14323000> - Retired Person Name form,2
highdicom / (null),dciodvfy,16cfa65de0d5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_c408e60627628585> - Retired Person Name form,2
highdicom / (null),dciodvfy,17f4e65d4393,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_9724be80190a0274> - Retired Person Name form,2
highdicom / (null),dciodvfy,1a03e2b2ee94,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_0a52cb5b45b821f7> - Retired Person Name form,2
highdicom / (null),dciodvfy,1b7ffc279e36,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_25c60014bb1469d3> - Retired Person Name form,2
highdicom / (null),dciodvfy,1ff32d0addf0,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_1d7ce562612262cb> - Retired Person Name form,2
highdicom / (null),dciodvfy,2039155f1aa3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_4aa52e14d0947256> - Retired Person Name form,2
highdicom / (null),dciodvfy,21b47ec69bef,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_b361fb9c2455deb9> - Retired Person Name form,2
highdicom / (null),dciodvfy,2e73e1741456,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_bc63defabeea583e> - Retired Person Name form,2
highdicom / (null),dciodvfy,3213bb9f54cf,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_6ef5e5c442e4ce63> - Retired Person Name form,2
highdicom / (null),dciodvfy,35260838c298,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_80b075b681bffb02> - Retired Person Name form,2
highdicom / (null),dciodvfy,3b69659c4c70,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_799e088191559ae6> - Retired Person Name form,2
highdicom / (null),dciodvfy,3c3d33bd648c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_d221fa198555e92e> - Retired Person Name form,2
highdicom / (null),dciodvfy,45f6ae0a7648,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_f77011649a56cf08> - Retired Person Name form,2
highdicom / (null),dciodvfy,47bea60ef2be,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_f304b05dd35252f1> - Retired Person Name form,2
highdicom / (null),dciodvfy,4817ecdb6700,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_771c8dc6051db4d7> - Retired Person Name form,2
highdicom / (null),dciodvfy,58c8d037ce0f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_7f274800860fcbfa> - Retired Person Name form,2
highdicom / (null),dciodvfy,5c640b05ec83,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_652cdc5859bf667d> - Retired Person Name form,2
highdicom / (null),dciodvfy,5ee1a8b9e507,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PSMA_83df8050261c44fd> - Retired Person Name form,2
