series_instance_uid,stratum,writer,analysis_result_id,collection_id,status,objects,instances_declared
1.2.276.0.7230010.3.1.3.1031255639.1360.1345986125.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1548.1345733772.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2912.1345147669.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.126760213189132225878687330404020254943,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1108.1345549342.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1548.1345733772.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.211042100735491137893434081365735935948,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.69236573048873300932173316377338257985,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2912.1345147669.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.6202159469018061186560047043057745117,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3760.1315858649.291,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.2596.1316086976.24,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3320.1316194653.100,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3672.1315771120.290,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3928.1316111313.25,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.2876.1315868844.443,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345546629.157,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344856656.327,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.2044.1345985214.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990982.412,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345568892.404,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2092.1345741703.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2016.1345115561.326,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2188.1345231053.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.234064384791144037554412331887022291962,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.108191122818059381078372308108438640975,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3920.1317667503.215,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3320.1316196213.556,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.3.6.1.4.1.14519.5.2.1.243875377197159364886229985040300306071,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.125185684122837427444845028615308535871,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2796.1345119339.71,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989426.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740446.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2940.1345569540.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.1284.1345229185.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.184703737342572044181000784044135806645,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345552882.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2848.1345736972.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224710.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345226114.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345116998.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.107343801853911982922444429606490791197,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2132.1345991883.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.1284.1345229462.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.125446008082780908393278456818915598455,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345546629.150,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345144135.446,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.52051138369697505755424048803530215774,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345913374.64,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.2044.1345985214.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345230290.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2940.1345569540.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.52718792596956191427627708160947313,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224278.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345553164.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989426.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2348.1345554439.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.65199283353374396145523312199595223,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.26460410688634878082325476774332896,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989529.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2324.1344862334.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990981.405,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2092.1345741703.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2400.1345736157.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2016.1345115561.319,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345144135.439,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.134272183130384218639278825520827112741,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.70311017931216317896188462064939512,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345226114.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.78877057920516581951852410657504294335,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345986988.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.58953967901152017084256509424330077,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.87629804295740133186770366758288137,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_cesc,OK,1,1
1.3.6.1.4.1.14519.5.2.1.28434759015233120418644315843583334339,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.93737426390503999956825917369362694,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.3500059799604979003344944028474672,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.826.0.1.3680043.10.511.3.76126150711244593081319906886359804,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.52017372084734677742148244460878860960,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345230290.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989782.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740446.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.1284.1345229185.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.59619147719206363164567008448271291,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.3.6.1.4.1.14519.5.2.1.292316959175592100861955056852948113468,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2848.1345736972.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224710.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2120.1344861609.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.9090418428597935091637160774666169,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.93053474774339233038968905960713764,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.2144.1315690436.670,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.826.0.1.3680043.10.511.3.80385419046063422010083760506239451,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.2.826.0.1.3680043.10.511.3.27074409322502732432287211094015132,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.78394272264098144201443900069093145,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.302173525437187672570635794392296610051,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2132.1345991726.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.75650403316044984253362772887908116,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345552882.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.3044.1345142561.157,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.115749566563692449074052508017051162595,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.122031566038016664546832917785886643537,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.90429041896059434309020504202491690,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.20227254134866757492514942438164982,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.29804504205599089024201925944534495,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.2.826.0.1.3680043.10.511.3.62341902621063528881335503756118269,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.61834828367167054189646392918235036,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_paad,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345914053.404,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.66253168815453247882845895323953803,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.826.0.1.3680043.10.511.3.20336189677739501786370512627298178,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_cesc,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345227247.544,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.60516411724389901364944325606366362,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2912.1345146821.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.72715635242988521013551132969343424,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224588.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.93729407770674341387567816501475981,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_cesc,OK,1,1
1.2.826.0.1.3680043.10.511.3.87518734595007533070238477448901404,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345914053.411,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1472.1345739029.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987394.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.84171158299308291162377997368910045,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.826.0.1.3680043.10.511.3.44573809112271497440881312506792898,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_cesc,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2200.1345988764.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.170004435910544132980233125809884849152,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.1036584259248767588195219354674511,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2912.1345147936.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3286681592.2284.1344866231.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.4790830787363179399556605288961079,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990551.150,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.888.1345737671.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987597.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2348.1345554255.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224408.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.51194661283755388466709024323089353,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.888.1345738252.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.46380246753707456233791504236267124,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lihc,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345118236.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.44908832904611552614191029408479710,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.2.826.0.1.3680043.10.511.3.75907719927646732763323416371677606,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.2.826.0.1.3680043.10.511.3.17322080056148350794872068988102170,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345553020.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3286681592.2284.1344865350.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345552732.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.67803543821581892612582743994870518,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lihc,OK,1,1
1.3.6.1.4.1.14519.5.2.1.94189152634477411948925487513106671905,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.23029944992197509660998011852640766,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lihc,OK,1,1
1.2.826.0.1.3680043.10.511.3.11944544080958247470556973216008619,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2092.1345741565.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.97926783118770837672774213996623698,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lihc,OK,1,1
1.2.826.0.1.3680043.10.511.3.58313377431828686053646641775183599,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.2144.1315688923.100,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.826.0.1.3680043.10.511.3.85032046768439731559484998345863277,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.31348269206431467355954370906192743,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2848.1345737457.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345913933.326,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.21421381907477558499786587085845888,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.45903776799014483382558183397558192,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345227247.537,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345116998.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.235760018602270446597303947711099680288,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.22457565363511284346594711929052591,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_skcm,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3860.1316097781.107,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.826.0.1.3680043.10.511.3.68270603116123478136478392975574858,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3892.1315863894.519,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2092.1345741565.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3286681592.2284.1344865351.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224588.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.147949324038063748980435243451587292587,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345227117.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.2120.1315597533.367,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3928.1316112139.329,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1472.1345739029.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.87353921307694670830351974011513962,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.274541495384119618019464532839460883903,dcmqi / (null),dcmqi,(null),remind,OK,1,1
