series_instance_uid,stratum,writer,analysis_result_id,collection_id,status,objects,instances_declared
1.2.276.0.7230010.3.1.3.0.69023.1553356163.151008,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.454000.1761255261.667406,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.17925.1553300710.194359,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.53826.1553339387.487941,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.53830.1553339395.884443,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.2220.1553286838.951860,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.3626.1553288016.869228,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.36443.1553320609.915604,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15665.1553298416.86851,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.386208.1761252442.287680,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.3123.1553287568.942252,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.4520.1553288958.389616,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.548960.1761259281.108015,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.26823.1553310075.511659,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.90944.1553284705.517525,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.14230.1553296983.577261,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.16670.1553299368.779978,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.19915.1553302877.27138,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.593138.1761261119.621381,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.40747.1553324942.753763,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.70188.1553357379.271959,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15296.1553298027.712386,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.7217.1553291355.319061,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15179.1553297901.327821,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.54213.1553339831.29887,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.12307.1553295262.290057,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.16786.1553299493.473117,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.444825.1761254892.558682,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.45641.1553330328.335811,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.60997.1553347392.739067,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.61028.1553347407.332871,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.61371.1553347759.712413,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.452990.1761255223.173489,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.26413.1553309588.457044,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.57152.1553343090.666925,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.13011.1553295854.413408,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.36935.1553321097.778772,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.47221.1553332220.884669,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.56835.1553342745.691724,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.13524.1553296346.536975,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.13088.1553295926.997951,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.13393.1553296207.714263,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15114.1553297844.972950,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15356.1553298079.429259,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.44226.1553328806.946744,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.49840.1553335028.843563,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.51937.1553337339.871384,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.61487.1553347872.351961,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.62023.1553348446.460361,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.62045.1553348480.924160,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.24492.1553307622.725659,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.34907.1553318927.748308,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.60855.1553347201.202456,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.8915.1553292359.147999,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.12321.1553295278.169393,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.13715.1553296554.340123,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.17392.1553300016.490916,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.20721.1553303685.378766,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.30682.1553314389.180027,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.826.0.1.3680043.10.511.3.90039547144766963914579730457142971,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_blca,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1056.1345550659.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.1376.1344858717.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.139980773117470625572587839171420887660,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.217632236046756545187527315668334884772,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.122006536821896822698978745650896058054,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.59228760612155421694066185168005010255,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.237176048760805018222428829946187877799,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.181224574620110608662940221779692110813,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.94233852695020279921847632238473942255,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.329240450884766573092886225216097114969,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.231774514175055382279843778190604851011,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.76510762151157085387300652453744208212,dcmqi / (null),dcmqi,(null),mediastinal_lymph_node_seg,OK,1,1
1.3.6.1.4.1.14519.5.2.1.39423548709461967320788088461640804167,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.163265397889088756836736326243411825337,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.207199835406232716215399880045648203957,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.76596725233874217999424680815200059651,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.32791999311869981620437908517038552316,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.52095877215395460580978276130941908,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.264541535609416457411370865653646141830,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.155630823611834520340503541385293760489,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2152.1345732744.412,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.1376.1344858717.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740335.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.8.498.77329406242206315417326028377276295794,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.74177562110083539827146930974196146,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.306388389363162834541877154785035553795,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.108181233288998923692731537140674011855,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.8.498.39265614945847592948426783482956354478,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.82898264534786472686228142332957923615,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.176032824485908317532235664687034699649,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.55456986935400445791508788566514836589,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.276660250541949458265976263675118562295,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.119200188640508504731510480586097701716,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.257747852717385026688721696395429354595,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.85173540544598148902271951423137883,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.3.6.1.4.1.14519.5.2.1.306324015793133922821688955881668157756,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.39247536958356456829955890928956575,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.8.498.11248284768746893496695276547868235601,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.34931997282755608428050854136702553482,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.3899602276135623118759012136872776308,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.8.498.44123096613372606045678886140096741276,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.7695.4164.244887697545160728450319831421,not identifiable from index / (null),not identifiable from index,(null),acrin_6698,OK,1,1
1.2.826.0.1.3680043.8.498.36062754217614109263458772850179957002,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.38846056864448954353752756795082648686,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.53717912817649950246850790090901990775,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.50054228225511395503749548275751832,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.8.498.69020794513044175889377870222511963481,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345225149.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.42935638496623800193435343421843053,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.888.1345737671.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224408.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.8.498.81707801141096803197104384839474629982,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.7695.4164.842658537324669156227974875629,not identifiable from index / (null),not identifiable from index,(null),acrin_6698,OK,1,1
1.2.826.0.1.3680043.8.498.51705828290560419649342824482251211737,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.65795068801287738224757045604664095829,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.11022343969530142934603403361811240477,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.44508168968457623560149712819266306944,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.134469573337823749976158489848577163715,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.157474290307007905046827310582896608505,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.170213607061652526971070302275012863608,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.2912627835938895208917833048632464905,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.19106467223630281366001239703092101195,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.76786368962183051683267108236285858,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.8.498.90714760781510267670866906651104273866,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.13353353906570479166926960775370165255,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.271026088081151857258257693236075933311,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345547156.320,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.79495103048382896928862257727195341053,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2324.1344864236.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.137573719512017728711522468224067249566,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.26629766614743434778259874327130074624,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.8.498.19044797308101891642794731642705533063,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.50890362390280610829142039378450404820,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.206184020307637055212597382194451893255,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.55807664952989184999752892149598740,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.3.6.1.4.1.14519.5.2.1.137563086197875313992061582775727531729,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1056.1345550543.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.204099599103556935814837446968402148881,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.32397290968713132888677547413264471392,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.63365024527885659226601188392667221322,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.288554261114611180365800157085451997644,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.11616591988979667615087573098933202722,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.127921272190456151632663357410889698500,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.47777168049141813526477842750067584435,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.49342018484315288732538754166233569980,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.14416286300195985163621085269325483,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.3.6.1.4.1.14519.5.2.1.149227502816299221602142372260957252865,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.3020.1345983305.490,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.56089946220689633065577089186259801,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.826.0.1.3680043.8.498.34600748365013458748504340724293556558,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.77668652350517088149558266818781886821,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345547156.327,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.35619071589491376198753297049175858,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
